,SME_offers,SME,Social_clause,G_clause,G_criterion,G_weight,Price_weight,Award_price,Legal_status,Departement,Procedure_type,CPV,Framework,Advertising,Id_contract,Allotment,Month,Contract_type,SME_ratio,Other_offers,SIREN,Participation
144990,1.0,1,1,1,1,20.0,40.0,10.596634733096073,73,75,open,77310000,1,32.0,23-139588,1,2023_October,Services,0.5,1.0,180007015,1
1041401,0.0,0,0,0,0,0.0,60.0,12.214566470649096,72,16,open,90910000,0,31.0,23-139611,1,2023_October,Services,0.0,1.0,211603741,0
1041402,0.0,0,0,0,0,0.0,60.0,10.496759147668817,72,16,open,90910000,0,31.0,23-139611,1,2023_October,Services,0.0,1.0,211603741,0
1041403,0.0,0,0,0,0,0.0,60.0,9.313979406735669,72,16,open,90910000,0,31.0,23-139611,1,2023_October,Services,0.0,2.0,211603741,0
740346,5.0,1,0,1,1,5.0,30.0,12.35017298950393,73,80,open,75310000,1,53.0,23-13962,1,2023_February,Services,0.7142857142857143,2.0,130001316,1
391394,0.0,0,0,0,0,0.0,10.0,14.914122846632385,73,91,open,09310000,0,33.0,23-13978,0,2023_February,Supplies,0.0,2.0,200077139,0
80442,4.0,1,0,1,0,0.0,30.0,10.596634733096073,73,75,open,79530000,1,34.0,23-139876,1,2023_October,Services,0.6666666666666666,2.0,197517188,1
80443,5.0,1,0,1,0,0.0,50.0,10.596634733096073,73,75,open,79530000,1,34.0,23-139876,1,2023_October,Services,0.7142857142857143,2.0,197517188,1
80444,6.0,1,0,1,0,0.0,35.0,11.918390573078392,73,75,open,79530000,1,34.0,23-139876,1,2023_October,Services,0.8571428571428571,1.0,197517188,1
80448,5.0,1,0,1,0,0.0,35.0,10.596634733096073,73,75,open,79530000,1,34.0,23-139876,1,2023_October,Services,0.7142857142857143,2.0,197517188,1
194870,2.0,1,0,0,0,0.0,100.0,11.289781913656018,73,13,open,50421000,0,40.0,23-139997,1,2023_October,Services,0.6666666666666666,1.0,130015332,1
699519,0.0,0,0,0,0,0.0,100.0,11.27669135494428,72,29,open,66514110,0,50.0,23-140131,1,2023_October,Services,0.0,1.0,212900260,0
699520,0.0,0,0,0,0,0.0,100.0,10.306698789250007,72,29,open,66516400,0,50.0,23-140131,1,2023_October,Services,0.0,1.0,212900260,0
721141,1.0,1,1,1,0,0.0,40.0,16.11809565095832,73,30,open,45231400,1,46.0,23-140466,1,2023_October,Works,0.5,1.0,200039543,1
721156,2.0,1,1,1,0,0.0,40.0,16.48273876454623,73,30,open,45231400,1,46.0,23-140466,1,2023_October,Works,0.6666666666666666,1.0,200039543,1
721158,1.0,1,1,1,0,0.0,40.0,16.333207030575267,73,30,open,45231400,1,46.0,23-140466,1,2023_October,Works,0.5,1.0,200039543,1
797048,3.0,1,0,0,0,0.0,30.0,14.508657738524219,73,56,open,79311000,1,34.0,23-140474,0,2023_October,Services,0.75,1.0,200043123,1
832710,0.0,0,0,0,0,0.0,40.0,11.811389601497106,73,01,open,66515000,0,34.0,23-14169,1,2023_April,Services,0.0,1.0,240100750,0
832712,0.0,0,0,0,0,0.0,40.0,11.83086095273296,73,01,open,66514110,0,34.0,23-14169,1,2023_April,Services,0.0,1.0,240100750,0
832714,0.0,0,0,0,0,0.0,40.0,11.925824208355133,73,01,open,66516400,0,34.0,23-14169,1,2023_April,Services,0.0,1.0,240100750,0
832716,0.0,0,0,0,0,0.0,40.0,8.644988162188824,73,01,open,66513100,0,34.0,23-14169,1,2023_April,Services,0.0,1.0,240100750,0
832718,0.0,0,0,0,0,0.0,40.0,13.23261590762258,73,01,open,66510000,0,34.0,23-14169,1,2023_April,Services,0.0,2.0,240100750,0
664056,1.0,1,0,0,0,0.0,100.0,14.508657738524219,92,60,open,80500000,0,32.0,23-141783,1,2023_October,Services,0.5,1.0,512929514,1
1142229,1.0,1,0,0,0,0.0,40.0,13.415032991367148,72,36,open,32323500,1,54.0,23-141879,0,2023_October,Supplies,0.5,1.0,213600448,1
1005124,1.0,0,0,0,0,0.0,40.0,11.55053911826351,73,22,open,45311200,0,39.0,23-1420,0,2023_January,Works,0.3333333333333333,2.0,252203161,1
591138,2.0,0,0,1,1,2.0,70.0,12.676076274775909,72,01,open,50232200,1,33.0,23-142005,1,2023_October,Services,0.4,3.0,210100046,1
591139,1.0,0,0,1,1,2.0,70.0,11.512925464970229,72,01,open,34928472,1,33.0,23-142005,1,2023_October,Supplies,0.25,3.0,210100046,1
1099047,0.0,0,0,0,0,0.0,40.0,14.22097566607244,73,52,open,64200000,1,29.0,23-142098,1,2023_October,Services,0.0,4.0,200044170,0
1099048,0.0,0,0,0,0,0.0,40.0,12.89921982609012,73,52,open,64200000,1,29.0,23-142098,1,2023_October,Services,0.0,4.0,200044170,0
98801,2.0,1,0,1,1,5.0,30.0,15.541842221869874,74,69,open,33000000,1,54.0,23-142108,1,2023_October,Supplies,0.6666666666666666,1.0,130002223,1
98802,2.0,0,0,1,1,5.0,30.0,15.123843377614453,74,69,open,33000000,1,54.0,23-142108,1,2023_October,Supplies,0.6666666666666666,1.0,130002223,1
98803,1.0,1,0,1,1,5.0,50.0,15.123843377614453,74,69,open,33000000,1,54.0,23-142108,1,2023_October,Supplies,0.5,1.0,130002223,1
1099071,0.0,0,0,0,1,10.0,40.0,13.997832114758229,73,52,open,34928480,1,31.0,23-142517,0,2023_October,Supplies,0.0,1.0,200044170,0
264896,2.0,0,0,1,0,0.0,40.0,15.131310027272106,74,69,open,33168100,1,34.0,23-142889,1,2023_October,Supplies,0.4,3.0,130002223,1
264906,1.0,1,0,1,0,0.0,40.0,12.857746577883544,74,69,open,33168100,1,34.0,23-142889,1,2023_October,Supplies,0.5,1.0,130002223,1
264903,5.0,1,0,1,0,0.0,40.0,14.033320390254923,74,69,open,33168100,1,34.0,23-142889,1,2023_October,Supplies,0.625,3.0,130002223,1
264904,2.0,1,0,1,0,0.0,40.0,12.009144936346857,74,69,open,33168100,1,34.0,23-142889,1,2023_October,Supplies,0.5,2.0,130002223,1
1152548,0.0,0,0,0,0,0.0,40.0,13.592367006650065,72,32,open,55510000,0,26.0,23-142915,0,2023_October,Services,0.0,1.0,213201072,0
847675,0.0,0,0,1,0,0.0,50.0,12.69495936177741,73,68,open,60130000,0,51.0,23-142986,0,2023_October,Services,0.0,1.0,200036465,0
264908,0.0,0,0,0,0,0.0,40.0,14.914122846632385,72,69,open,32323500,1,29.0,23-143335,0,2023_October,Supplies,0.0,6.0,216900290,0
263990,1.0,1,0,0,0,0.0,50.0,12.542544882151386,72,69,open,44115210,1,30.0,23-143336,0,2023_October,Supplies,0.25,3.0,216900290,1
772753,0.0,0,0,1,0,0.0,100.0,17.856003456487453,73,14,negotiated,65120000,0,105.0,23-143498,0,2023_October,Services,0.0,1.0,241400415,0
377013,0.0,0,0,0,0,0.0,15.0,13.468785944878709,72,62,open,66133000,0,46.0,23-1436,0,2023_January,Services,0.0,2.0,216208959,0
223025,1.0,0,0,1,1,10.0,50.0,11.982929094215963,72,92,open,44511000,1,33.0,23-143796,1,2023_October,Supplies,0.16666666666666666,5.0,229200506,1
223027,1.0,0,0,1,1,10.0,50.0,11.982929094215963,72,92,open,31681410,1,33.0,23-143796,1,2023_October,Supplies,0.5,1.0,229200506,1
223028,2.0,1,0,1,1,10.0,50.0,11.512925464970229,72,92,open,44111400,1,33.0,23-143796,1,2023_October,Supplies,0.6666666666666666,1.0,229200506,1
490276,1.0,0,0,1,1,5.0,45.0,12.519203142435542,73,31,open,34100000,0,36.0,23-143813,0,2023_October,Supplies,0.5,1.0,243100344,1
1096886,2.0,0,0,0,0,0.0,40.0,11.037981653092004,73,52,open,71351500,0,25.0,23-14416,1,2023_February,Services,0.5,2.0,200044170,1
1096887,2.0,0,0,0,0,0.0,40.0,11.30231566203637,73,52,open,71351500,0,25.0,23-14416,1,2023_February,Services,0.5,2.0,200044170,1
1096888,2.0,0,0,0,0,0.0,40.0,10.31001875882629,73,52,open,71351500,0,25.0,23-14416,1,2023_February,Services,0.5,2.0,200044170,1
772496,0.0,0,0,0,0,0.0,100.0,13.05468392871419,73,14,open,09134000,1,29.0,23-144426,1,2023_October,Supplies,0.0,2.0,200065589,0
772497,0.0,0,0,0,0,0.0,100.0,10.521587858773161,73,14,open,09134000,1,29.0,23-144426,1,2023_October,Supplies,0.0,2.0,200065589,0
961984,1.0,0,0,0,0,0.0,100.0,12.357626528024436,72,72,open,64200000,0,32.0,23-144487,1,2023_October,Services,0.25,3.0,227200029,1
961985,0.0,0,0,0,0,0.0,100.0,9.967536891543629,72,72,open,64200000,0,32.0,23-144487,1,2023_October,Services,0.0,3.0,227200029,0
961986,2.0,1,0,0,0,0.0,100.0,12.922076608233047,72,72,open,64200000,0,32.0,23-144487,1,2023_October,Services,0.6666666666666666,1.0,227200029,1
961987,1.0,1,0,0,0,0.0,100.0,10.35951902421498,72,72,open,64200000,0,32.0,23-144487,1,2023_October,Services,0.3333333333333333,2.0,227200029,1
1098734,0.0,0,0,0,0,0.0,60.0,12.013700752882718,72,52,open,31680000,1,31.0,23-144520,1,2023_October,Supplies,0.0,5.0,215203233,0
1098735,0.0,0,0,0,0,0.0,60.0,11.225243392518447,72,52,open,31500000,1,31.0,23-144520,1,2023_October,Supplies,0.0,5.0,215203233,0
829175,0.0,0,0,0,0,0.0,40.0,12.308177868467327,73,51,open,34139100,0,32.0,23-144702,1,2023_October,Supplies,0.0,2.0,200067684,0
829176,0.0,0,0,0,0,0.0,40.0,12.570021073435404,73,51,open,44613700,0,32.0,23-144702,1,2023_October,Supplies,0.0,1.0,200067684,0
151299,0.0,0,0,1,0,0.0,40.0,11.84653646931041,72,59,open,66171000,1,32.0,23-14475,0,2023_February,Services,0.0,3.0,200053742,0
490461,1.0,0,1,0,0,0.0,40.0,15.856730886823913,72,31,open,79211000,1,32.0,23-144762,0,2023_October,Services,0.5,1.0,200053791,1
803795,0.0,0,0,0,0,0.0,100.0,16.390038052118527,72,73,negotiated,55321000,0,75.0,23-144996,0,2023_October,Services,0.0,3.0,217300656,0
673037,0.0,0,0,0,0,0.0,15.0,12.884683686470506,71,54,open,66133000,1,32.0,23-14522,0,2023_February,Services,0.0,1.0,130011430,0
1138867,0.0,0,1,0,1,20.0,40.0,12.676076274775909,72,19,open,77312000,0,30.0,23-145498,1,2023_October,Services,0.0,1.0,211927207,0
1138868,0.0,0,1,0,1,20.0,40.0,12.206072645530174,72,19,open,45111220,0,30.0,23-145498,1,2023_October,Works,0.0,1.0,211927207,0
1138869,0.0,0,1,0,1,20.0,40.0,11.002099841204238,72,19,open,77314000,0,30.0,23-145498,1,2023_October,Services,0.0,1.0,211927207,0
1139682,0.0,0,0,0,0,0.0,50.0,12.468175337328978,72,19,open,50720000,0,31.0,23-145534,0,2023_October,Services,0.0,2.0,211927207,0
732184,1.0,0,1,1,0,0.0,55.0,14.597340368192773,73,42,open,90512000,0,31.0,23-14557,0,2023_February,Services,0.5,1.0,200035731,1
356109,0.0,0,0,0,0,0.0,40.0,14.808762330974558,73,94,open,32000000,0,38.0,23-145820,0,2023_October,Supplies,0.0,2.0,180053027,0
190729,2.0,1,0,0,0,0.0,60.0,11.918390573078392,72,13,open,31522000,1,32.0,23-145903,1,2023_October,Supplies,0.6666666666666666,1.0,211300140,1
918048,1.0,1,0,0,0,0.0,40.0,12.86099861326992,73,85,open,34100000,0,35.0,23-145935,0,2023_October,Supplies,0.5,1.0,258502962,1
835104,0.0,0,0,0,0,0.0,45.0,10.20942141800908,41,01,open,66515000,0,49.0,23-14600,1,2023_April,Services,0.0,2.0,824789663,0
931977,1.0,0,0,1,1,10.0,60.0,14.196491698380873,73,50,open,09134000,0,37.0,23-146265,1,2023_October,Supplies,0.3333333333333333,2.0,255003063,1
931978,1.0,1,0,1,1,10.0,60.0,12.974327298576924,73,50,open,09134000,0,37.0,23-146265,1,2023_October,Supplies,0.3333333333333333,2.0,255003063,1
588322,0.0,0,0,1,1,10.0,50.0,12.928353780815183,73,38,open,34140000,0,29.0,23-146660,1,2023_October,Supplies,0.0,1.0,243800984,0
588323,0.0,0,0,1,1,10.0,50.0,13.185219859707399,73,38,open,34144511,0,29.0,23-146660,1,2023_October,Supplies,0.0,2.0,243800984,0
931596,5.0,1,0,0,0,0.0,40.0,12.793859310432293,72,50,open,79822000,1,36.0,23-146748,0,2023_October,Services,0.8333333333333334,1.0,200056844,1
260346,1.0,1,0,1,1,20.0,50.0,15.201804919084164,72,69,open,45262660,0,36.0,23-146884,1,2023_November,Works,0.16666666666666666,5.0,200046977,1
260347,1.0,0,0,1,1,20.0,50.0,15.201804919084164,72,69,open,45262660,0,36.0,23-146884,1,2023_November,Works,0.16666666666666666,5.0,200046977,1
1122084,1.0,1,0,0,1,15.0,60.0,11.911010070718964,73,05,open,90511000,1,37.0,23-146886,1,2023_October,Services,0.5,1.0,240500439,1
615863,2.0,0,0,0,0,0.0,100.0,13.985242362027057,57,68,open,45311000,0,33.0,23-147079,1,2023_October,Works,0.6666666666666666,1.0,900618539,1
488827,1.0,0,0,0,0,0.0,40.0,9.481886964918514,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.25,3.0,130022478,1
488836,2.0,0,0,0,0,0.0,40.0,10.705661993023023,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.5,2.0,130022478,1
488837,1.0,1,0,0,0,0.0,40.0,11.022331624765705,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.3333333333333333,2.0,130022478,1
488839,1.0,0,0,0,0,0.0,40.0,10.685859388144493,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.3333333333333333,2.0,130022478,1
488840,3.0,1,0,0,0,0.0,40.0,10.594840123747577,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.5,3.0,130022478,1
488841,2.0,0,0,0,0,0.0,40.0,9.951890498889274,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.5,2.0,130022478,1
488828,1.0,1,0,0,0,0.0,40.0,10.781169671885184,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.3333333333333333,2.0,130022478,1
488830,1.0,0,0,0,0,0.0,40.0,10.239572214059816,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.25,3.0,130022478,1
488832,3.0,0,0,0,0,0.0,40.0,9.99271243624454,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.42857142857142855,4.0,130022478,1
488833,2.0,1,0,0,0,0.0,40.0,10.948223740558142,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.5,2.0,130022478,1
488834,1.0,1,0,0,0,0.0,40.0,9.99271243624454,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.3333333333333333,2.0,130022478,1
488835,1.0,0,0,0,0,0.0,40.0,9.481886964918514,73,31,open,50324200,1,29.0,23-147189,1,2023_October,Services,0.25,3.0,130022478,1
1152597,3.0,1,0,0,0,0.0,100.0,11.512925464970229,73,32,open,90513000,1,33.0,23-147286,1,2023_October,Services,0.75,1.0,253201842,1
488848,2.0,0,0,0,0,0.0,100.0,13.407516755401454,73,31,negotiated,85312110,0,46.0,23-147527,0,2023_October,Services,0.5,2.0,263105926,1
1036138,0.0,0,0,0,1,30.0,40.0,12.17201935820529,72,10,open,50324100,1,63.0,23-147561,1,2023_October,Services,0.0,2.0,221000052,0
1036139,0.0,0,0,0,1,30.0,40.0,11.870879590407341,72,10,open,50324100,1,63.0,23-147561,1,2023_October,Services,0.0,3.0,221000052,0
1036140,0.0,0,0,0,1,30.0,40.0,11.182864631309942,72,10,open,50324100,1,63.0,23-147561,1,2023_October,Services,0.0,4.0,221000052,0
427256,0.0,0,0,0,0,0.0,40.0,14.151982794585487,72,83,open,44211100,0,38.0,23-147666,1,2023_October,Supplies,0.0,1.0,218300986,0
427249,0.0,0,0,0,0,0.0,40.0,14.28551418721001,72,83,open,45310000,0,38.0,23-147666,1,2023_October,Works,0.0,1.0,218300986,0
427253,4.0,1,0,0,0,0.0,40.0,13.815510557964274,72,83,open,45261420,0,38.0,23-147666,1,2023_October,Works,0.8,1.0,218300986,1
427254,0.0,0,0,0,0,0.0,40.0,14.508657738524219,72,83,open,45330000,0,38.0,23-147666,1,2023_October,Works,0.0,2.0,218300986,0
427255,0.0,0,0,0,0,0.0,40.0,14.508657738524219,72,83,open,45331000,0,38.0,23-147666,1,2023_October,Works,0.0,2.0,218300986,0
337311,1.0,1,1,0,0,0.0,60.0,12.834681304952548,41,28,open,45421000,1,32.0,23-147735,1,2023_October,Works,0.5,1.0,393448881,1
337314,0.0,0,1,0,0,0.0,60.0,12.141534124392603,41,28,open,31310000,1,32.0,23-147735,1,2023_October,Supplies,0.0,1.0,393448881,0
324791,0.0,1,0,0,0,0.0,100.0,16.97084150120495,72,24,negotiated,98371120,0,46.0,23-147744,0,2023_October,Services,0.0,1.0,212400956,0
42508,1.0,0,1,1,0,0.0,40.0,14.403297222866392,73,62,open,79311000,1,41.0,23-147954,0,2023_October,Services,0.3333333333333333,2.0,130017791,1
963575,0.0,1,0,0,0,0.0,100.0,14.28987964471965,72,72,open,44113320,1,35.0,23-148379,1,2023_October,Supplies,0.0,2.0,227200029,0
963576,0.0,0,0,0,0,0.0,100.0,12.513557345278134,72,72,open,44113320,1,35.0,23-148379,1,2023_October,Supplies,0.0,1.0,227200029,0
963579,1.0,0,0,1,0,0.0,100.0,13.652991628466498,72,72,open,09130000,1,35.0,23-148380,0,2023_October,Supplies,0.5,1.0,227200029,1
1036042,4.0,0,0,0,0,0.0,30.0,12.706847933442663,73,10,open,71351810,0,31.0,23-148785,0,2023_October,Services,0.5,4.0,200069250,1
154724,1.0,0,0,0,0,0.0,90.0,10.239959789157341,72,59,open,44212310,1,31.0,23-148962,1,2023_October,Supplies,0.2,4.0,215902719,1
76666,1.0,0,1,1,1,10.0,55.0,13.933402032185429,72,78,open,45233140,1,36.0,23-149020,0,2023_October,Works,0.2,4.0,217805514,1
918149,5.0,1,1,1,0,0.0,40.0,12.765688433465597,72,85,open,45311200,0,30.0,23-149126,1,2023_October,Works,0.8333333333333334,1.0,228500013,1
1101473,0.0,0,0,0,0,0.0,30.0,14.708558865216999,73,61,open,66512000,1,47.0,23-149148,0,2023_October,Services,0.0,2.0,286100029,0
573953,0.0,1,0,0,0,0.0,30.0,13.815510557964274,73,44,open,90400000,1,59.0,23-149188,0,2023_October,Services,0.0,2.0,200000438,0
815127,0.0,0,0,1,0,0.0,100.0,12.160028707028767,72,49,open,34134200,0,29.0,23-149217,1,2023_October,Supplies,0.0,2.0,224900019,0
772578,0.0,0,0,0,0,0.0,100.0,11.512925464970229,92,14,open,79310000,0,32.0,23-149465,0,2023_October,Services,0.0,2.0,775561335,0
76701,4.0,0,0,1,1,5.0,60.0,10.32236234755421,72,78,open,50413200,1,46.0,23-149489,1,2023_October,Services,0.8,1.0,217805514,1
266279,1.0,1,0,0,0,0.0,40.0,13.38779984090879,72,01,open,71314200,0,56.0,23-149511,0,2023_October,Services,0.5,1.0,210101481,1
286815,0.0,0,0,0,0,0.0,100.0,16.37146124083491,72,93,negotiated,92312000,0,36.0,23-149527,0,2023_October,Services,0.0,1.0,219300076,0
591369,0.0,0,0,0,0,0.0,60.0,14.73180128983843,73,38,open,34139000,1,34.0,23-149599,0,2023_October,Supplies,0.0,1.0,200040715,0
98940,2.0,0,0,0,0,0.0,100.0,12.283959184187244,74,75,open,72224000,1,57.0,23-149798,0,2023_October,Services,0.2857142857142857,5.0,180020026,1
200972,1.0,1,0,0,0,0.0,80.0,11.289781913656018,72,13,open,71351914,1,50.0,23-150125,1,2023_October,Services,0.5,1.0,211300041,1
200973,1.0,0,0,0,0,0.0,100.0,10.778956289890028,72,13,open,71631300,1,50.0,23-150125,1,2023_October,Services,0.5,1.0,211300041,1
200974,1.0,0,0,0,0,0.0,100.0,11.002099841204238,72,13,open,71317210,1,50.0,23-150125,1,2023_October,Services,0.25,3.0,211300041,1
200975,2.0,0,0,0,0,0.0,80.0,11.002099841204238,72,13,open,71350000,1,50.0,23-150125,1,2023_October,Services,0.3333333333333333,4.0,211300041,1
1071557,0.0,0,0,0,0,0.0,30.0,11.804504932700704,73,79,open,66515000,0,63.0,23-150153,1,2023_October,Services,0.0,5.0,200080844,0
1071558,0.0,0,0,0,0,0.0,30.0,10.682720682009203,73,79,open,66516400,0,63.0,23-150153,1,2023_October,Services,0.0,5.0,200080844,0
1071559,0.0,0,0,0,0,0.0,30.0,8.766394277049736,73,79,open,66513100,0,63.0,23-150153,1,2023_October,Services,0.0,5.0,200080844,0
1071560,0.0,0,0,0,0,0.0,30.0,11.499323374551944,73,79,open,66514110,0,63.0,23-150153,1,2023_October,Services,0.0,5.0,200080844,0
1071561,0.0,0,0,0,0,0.0,30.0,12.307739849300372,73,79,open,66512000,0,63.0,23-150153,1,2023_October,Services,0.0,5.0,200080844,0
264122,4.0,0,1,1,0,0.0,100.0,13.487006490992238,73,69,open,39500000,0,69.0,23-150451,1,2023_October,Supplies,0.8,1.0,196917751,1
87022,4.0,1,0,1,1,7.0,35.0,11.589886506106357,74,69,open,33000000,1,39.0,23-150622,1,2023_October,Supplies,0.8,1.0,130002223,1
87024,1.0,1,0,1,1,7.0,35.0,9.903487552536127,74,69,open,33000000,1,39.0,23-150622,1,2023_October,Supplies,0.5,1.0,130002223,1
87026,2.0,1,0,1,1,7.0,35.0,11.002099841204238,74,69,open,33000000,1,39.0,23-150622,1,2023_October,Supplies,0.6666666666666666,1.0,130002223,1
87028,2.0,1,0,1,1,7.0,35.0,9.903487552536127,74,69,open,33000000,1,39.0,23-150622,1,2023_October,Supplies,0.6666666666666666,1.0,130002223,1
87016,1.0,1,0,1,1,7.0,35.0,13.176851562688398,74,69,open,33000000,1,39.0,23-150622,1,2023_October,Supplies,0.5,1.0,130002223,1
87018,1.0,1,0,1,1,7.0,35.0,8.070906088787819,74,69,open,33000000,1,39.0,23-150622,1,2023_October,Supplies,0.5,1.0,130002223,1
87019,2.0,1,0,1,1,7.0,35.0,13.815510557964274,74,69,open,33000000,1,39.0,23-150622,1,2023_October,Supplies,0.6666666666666666,1.0,130002223,1
87020,3.0,1,0,1,1,7.0,35.0,13.418013619505286,74,69,open,33000000,1,39.0,23-150622,1,2023_October,Supplies,0.6,2.0,130002223,1
87021,1.0,0,0,1,1,7.0,35.0,13.892471599100402,74,69,open,33000000,1,39.0,23-150622,1,2023_October,Supplies,0.5,1.0,130002223,1
558972,0.0,0,0,1,0,0.0,40.0,13.015973443188095,72,44,open,50721000,0,47.0,23-150642,0,2023_October,Services,0.0,2.0,200083228,0
712074,0.0,1,0,0,0,0.0,30.0,12.016950436633115,72,74,negotiated,71240000,0,21.0,23-150652,0,2023_October,Services,0.0,3.0,200056141,0
434387,1.0,1,0,1,0,0.0,40.0,16.03828970692073,72,83,open,45233220,1,50.0,23-150921,1,2023_October,Works,0.3333333333333333,2.0,218301232,1
434391,1.0,1,0,1,0,0.0,40.0,13.613103021733714,72,83,open,45112700,1,50.0,23-150921,1,2023_October,Works,0.5,1.0,218301232,1
418196,1.0,0,0,0,0,0.0,50.0,10.819778284410283,72,76,open,31680000,1,30.0,23-151211,1,2023_October,Supplies,0.3333333333333333,2.0,217604842,1
418199,1.0,0,0,0,0,0.0,50.0,9.615805480084347,72,76,open,34928500,1,30.0,23-151211,1,2023_October,Supplies,0.3333333333333333,2.0,217604842,1
457502,2.0,1,1,1,0,0.0,55.0,12.822608723718279,62,77,open,79713000,0,45.0,23-151376,1,2023_October,Services,0.6666666666666666,1.0,820566172,1
663732,0.0,0,0,1,0,0.0,100.0,16.656752819124222,73,60,negotiated,90400000,0,39.0,23-15142,0,2023_February,Services,0.0,4.0,200005163,0
154906,0.0,0,0,0,0,0.0,40.0,12.47228334911072,55,59,open,50700000,0,36.0,23-151469,0,2023_October,Services,0.0,4.0,075851014,0
142910,0.0,0,0,0,0,0.0,40.0,11.918390573078392,55,59,open,45453100,1,36.0,23-151489,1,2023_October,Works,0.0,4.0,075851014,0
142914,0.0,0,0,0,0,0.0,40.0,12.765688433465597,55,59,open,45453100,1,36.0,23-151489,1,2023_October,Works,0.0,3.0,075851014,0
142916,0.0,0,0,0,0,0.0,40.0,12.345834587905333,55,59,open,45453100,1,36.0,23-151489,1,2023_October,Works,0.0,5.0,075851014,0
142920,0.0,0,0,0,0,0.0,40.0,13.815510557964274,55,59,open,45453100,1,36.0,23-151489,1,2023_October,Works,0.0,7.0,075851014,0
142924,0.0,0,0,0,0,0.0,40.0,13.458835614025542,55,59,open,45453100,1,36.0,23-151489,1,2023_October,Works,0.0,4.0,075851014,0
142926,0.0,0,0,0,0,0.0,40.0,11.512925464970229,55,59,open,45453100,1,36.0,23-151489,1,2023_October,Works,0.0,2.0,075851014,0
142928,0.0,0,0,0,0,0.0,40.0,11.512925464970229,55,59,open,45453100,1,36.0,23-151489,1,2023_October,Works,0.0,4.0,075851014,0
142931,0.0,0,0,0,0,0.0,40.0,11.512925464970229,55,59,open,45453100,1,36.0,23-151489,1,2023_October,Works,0.0,5.0,075851014,0
142934,0.0,0,0,0,0,0.0,40.0,13.122363377404328,55,59,open,45453100,1,36.0,23-151489,1,2023_October,Works,0.0,7.0,075851014,0
94397,1.0,0,0,0,0,0.0,30.0,12.448626590364206,73,78,open,71000000,0,31.0,23-15156,0,2023_February,Services,0.3333333333333333,2.0,200073344,1
200231,1.0,1,0,0,0,0.0,60.0,15.112240731900076,55,13,open,45212221,0,31.0,23-151607,1,2023_October,Works,0.3333333333333333,2.0,520668443,1
42643,3.0,0,0,1,0,0.0,50.0,14.077874822431765,73,75,open,30200000,1,33.0,23-151922,0,2023_October,Supplies,0.75,1.0,130002504,1
952397,0.0,0,0,1,1,20.0,25.0,12.606216956603845,72,25,open,15115000,1,29.0,23-15222,1,2023_February,Supplies,0.0,1.0,212500565,0
952398,0.0,0,0,1,1,20.0,25.0,12.234524038704075,72,25,open,15131120,1,29.0,23-15222,1,2023_February,Supplies,0.0,1.0,212500565,0
99338,1.0,0,0,1,0,0.0,55.0,13.645659034114193,57,75,open,66512200,0,29.0,23-152243,1,2023_October,Services,0.3333333333333333,2.0,919451823,1
99339,1.0,0,0,1,0,0.0,55.0,12.538108879050787,57,75,open,66512200,0,29.0,23-152243,1,2023_October,Services,0.25,3.0,919451823,1
94616,3.0,1,0,0,0,0.0,40.0,14.038654109278484,71,75,open,48000000,0,46.0,23-152490,0,2023_November,Services,0.6,2.0,110043015,1
375940,0.0,0,0,0,0,0.0,60.0,9.752083098376895,73,62,open,16000000,0,27.0,23-152607,1,2023_November,Supplies,0.0,3.0,200069029,0
1041442,1.0,1,0,1,1,15.0,60.0,12.994530005894443,73,16,open,34352100,1,34.0,23-15272,1,2023_February,Supplies,0.5,1.0,251602660,1
1041443,1.0,1,0,1,1,15.0,60.0,11.289781913656018,73,16,open,34352000,1,34.0,23-15272,1,2023_February,Supplies,0.5,1.0,251602660,1
1041444,1.0,0,0,1,1,15.0,60.0,10.596634733096073,73,16,open,34351100,1,34.0,23-15272,1,2023_February,Supplies,0.5,1.0,251602660,1
265700,4.0,1,0,0,0,0.0,30.0,15.830413578506539,74,69,open,42997300,1,34.0,23-152776,0,2023_November,Supplies,0.6666666666666666,2.0,130002223,1
1009651,0.0,0,0,0,0,0.0,40.0,11.842229212112828,73,22,open,34144710,0,34.0,23-1528,1,2023_January,Supplies,0.0,4.0,252203161,0
1009652,0.0,0,0,0,0,0.0,40.0,12.247694320220994,73,22,open,34144710,0,34.0,23-1528,1,2023_January,Supplies,0.0,3.0,252203161,0
1009653,1.0,1,0,0,0,0.0,40.0,12.09987844912377,73,22,open,16700000,0,34.0,23-1528,1,2023_January,Supplies,0.2,4.0,252203161,1
